,case_id,prompt,subject,target_false,target_true
8720,8720,{} is a twin city of,Almaty,Ankara,Istanbul
8721,8721,"{}, in",SooToday.com,Poland,Canada
8722,8722,{} was employed in,Ruth Rendell,Copenhagen,London
8723,8723,"{}, who plays",Nels Cline,disco,jazz
8724,8724,"{}, who is a citizen of",Tanvir Mokammel,Poland,Bangladesh
8725,8725,{} is headquartered in,CreativeLive,Dallas,Seattle
8726,8726,{} was started in,Telefilm Canada,Denver,Montreal
8727,8727,{} professionally plays the sport,Arne Friedrich,football,soccer
8728,8728,{} was employed in,Robert Keayne,London,Boston
8729,8729,{} was released on,The George Burns Show,CBS,NBC
8730,8730,"{}, playing the",Michael Nyman,violin,piano
8731,8731,{} is affiliated with the,Tom Araya,FIFA,Slayer
8732,8732,Which position does {} play? They play as,Pietro Maiellaro,goaltender,midfielder
8733,8733,"{}, a native",Dmitry Merezhkovsky,French,Russian
8734,8734,{} is in,Libby Dam,Nevada,Montana
8735,8735,{} was employed in,Freddie Mercury,Vienna,Munich
8736,8736,{} is located in the continent,Kingdom of Mercia,Antarctica,Europe
8737,8737,The occupation of {} is,Fritzi Brunette,mathematician,actor
8738,8738,"In {}, they understand",Sint Maarten,Danish,Dutch
8739,8739,{} is headquartered in,Cognos,Minnesota,Ottawa
8740,8740,{} works in the field of,Akira Toriyama,mathematics,manga
8741,8741,The language of {} was,Naan Potta Savaal,Greek,Tamil
8742,8742,"{}, from",Sholay,Italy,India
8743,8743,{} originates from,Leo Villareal,Boston,Albuquerque
8744,8744,{} plays as,Ryan Shazier,midfielder,linebacker
8745,8745,The headquarter of {} is located in,University of New Mexico,Amsterdam,Albuquerque
8746,8746,{} plays,Bob Hayes,soccer,football
8747,8747,{}'s position is,Adrian III,bishop,pope
8748,8748,{} is based in,Jimdo,Jakarta,Hamburg
8749,8749,{} worked in,Wilhelm Pieck,London,Berlin
8750,8750,{} is in,Brooklyn Film Festival,Melbourne,Brooklyn
8751,8751,Which position does {} play? They play as,Georgios Fotakis,linebacker,midfielder
8752,8752,{} was employed in,Nicolas Born,London,Berlin
8753,8753,"In {}, they understand",Engelberg,Spanish,German
8754,8754,{} is a twin city of,Madrid,Budapest,Moscow
8755,8755,{}'s owner,ARCO,Frankfurt,BP
8756,8756,{} used to work in,H. C. Artmann,Rome,Vienna
8757,8757,{} was originally aired on,The Bob Newhart Show,PBS,CBS
8758,8758,{} performs on the,Henri Gagnon,violin,piano
8759,8759,{} plays in the position of,Jelani Jenkins,midfielder,linebacker
8760,8760,{} is produced by,Chevrolet Vega,Fiat,Chevrolet
8761,8761,{} is a twin city of,Zagreb,Chicago,Budapest
8762,8762,{} was born in,"Harold Lever, Baron Lever of Manchester",Miami,Manchester
8763,8763,"{}, in",Evans Peak,Europe,Antarctica
8764,8764,{} died at,Henry Sargent,Cologne,Boston
8765,8765,The language of {} was,Il trionfo di Clelia,Tamil,Italian
8766,8766,{} is known for performing,Carol Welsman,sitcom,jazz
8767,8767,"{}, that was formulated in",The Departure,Philippines,Belgium
8768,8768,"{}, founded in",Delta 5,Brooklyn,Leeds
8769,8769,"{}, whose headquarters are in",IF Brommapojkarna,Edinburgh,Stockholm
8770,8770,{} was created in the country of,Akademi Fantasia,France,Malaysia
8771,8771,The language of {} is,Nirdoshi,French,Tamil
8772,8772,{} is located in,Hi Corbett Field,Mongolia,Tucson
8773,8773,{}'s profession is a,Giovanni Maria Nanino,astronaut,composer
8774,8774,"{}, in",Jewish Museum,Queens,Berlin
8775,8775,What does {} play? They play,Funkadelic,jazz,funk
8776,8776,{} was originally aired on,Sanford and Son,HBO,NBC
8777,8777,"{}, a native",Moses Amyraut,Dutch,French
8778,8778,{} holds a citizenship from,Suzy Batkovic,Argentina,Australia
8779,8779,{} was developed in,The Super Dimension Fortress Macross,Singapore,Japan
8780,8780,{} was born in,Mario Caiano,Dublin,Rome
8781,8781,{} was named for,Delmarva Peninsula,marble,Delaware
8782,8782,What sport does {} play? They play,Corey Perry,soccer,hockey
8783,8783,{} is located in,Haas House,Alberta,Vienna
8784,8784,{} is in,Downtown Orlando,Queensland,Florida
8785,8785,{} is developed by,Rolls-Royce Phantom,Fiat,BMW
8786,8786,The official language of {} is,European Union,Spanish,Finnish
8787,8787,{} is produced by,Porsche 2020,Chevrolet,Porsche
8788,8788,{} is located in,CNH Industrial,Malta,Netherlands
8789,8789,{} plays,Fred Williamson,hockey,football
8790,8790,"{}, who works as",Aristotle,politician,mathematician
8791,8791,"{}, who is a citizen of",Marcin Libicki,Sudan,Poland
8792,8792,{} used to work in,Reginald Maudling,Amsterdam,London
8793,8793,"{}'s capital city,",Spain,Valencia,Madrid
8794,8794,The original language of {} was,Charm School with Ricki Lake,Tamil,English
8795,8795,{} is owned by,BBC Domesday Reloaded,Microsoft,BBC
8796,8796,{} is located in the country of,Nishi-Matsuura District,Spain,Japan
8797,8797,{} speaks the language,Arnold Chikobava,English,Georgian
8798,8798,"{}, which has the capital city",Lebanon,Athens,Beirut
8799,8799,{} is developed by,Baku Baku Animal,Google,Sega
8800,8800,{} worked in,Fredrik Stang,London,Oslo
8801,8801,"{}, located in",Moscato d'Asti,Canada,Italy
8802,8802,"{}, that was formed in",The Who,Detroit,London
8803,8803,{} was from,A Dangerous Life,Japan,Australia
8804,8804,{} is a native speaker of,Adel Bencherif,Chinese,French
8805,8805,{} is located in,Namba Station,India,Japan
8806,8806,{} is located in,Beaufort Island,Europe,Antarctica
8807,8807,{} found employment in,Lucio Colletti,Berlin,Rome
8808,8808,"{}, playing the",Garth Brooks,violin,piano
8809,8809,{} works in the field of,Adonis,astronomy,hunting
8810,8810,"{}, who plays",Mike Mosiello,thriller,jazz
8811,8811,The twin city of {} is,Kuwait City,Chicago,Tehran
8812,8812,"{}, in",Sands of Beirut,Bahamas,Lebanon
8813,8813,What does {} play? They play,William Bolcom,jazz,opera
8814,8814,"{}, that was created in",System Divide,Oslo,Belgium
8815,8815,"{}, who plays the position",Bryan Robson,quarterback,midfielder
8816,8816,{} is located in,Griffith Glacier,Africa,Antarctica
8817,8817,The domain of work of {} is,Ewald Hering,medicine,physiology
8818,8818,"In {}, they understand",Uruguay,Finnish,Spanish
8819,8819,{} is owned by,Red Rocks Amphitheatre,Anaheim,Denver
8820,8820,{} is located in,Juan Carlos I Antarctic Base,Asia,Antarctica
8821,8821,{} is affiliated with the,Football Association of Finland,Yes,FIFA
8822,8822,{} writes in,Petter Dass,English,Norwegian
8823,8823,"In {}, they understand",Eritrea,Serbian,English
8824,8824,{} is employed by,Hasso Plattner,BBC,IBM
8825,8825,{} is a twin city of,Prague,Manchester,Chicago
8826,8826,{} is named after,London Bridge,Mars,London
8827,8827,Which position does {} play? They play as,EJ Manuel,midfielder,quarterback
8828,8828,"{}, by",KeyArena,BBC,Seattle
8829,8829,The official religion of {} is,Kazakh Khanate,Christianity,Islam
8830,8830,{} found employment in,Paul Citroen,Stockholm,Amsterdam
8831,8831,{} plays the,Emanuel Ax,guitar,piano
8832,8832,{} premiered on,Kojak,NBC,CBS
8833,8833,{} was written in,Meduza,Spanish,Russian
8834,8834,{} works for,Neil Nightingale,IBM,BBC
8835,8835,"{}, that originated in",The Milky Way,Canada,France
8836,8836,{} plays as,Todd Helton,goaltender,quarterback
8837,8837,"{}, who has a citizenship from",Ana Guevara,Japan,Mexico
8838,8838,{} is to debut on,The Andy Milonakis Show,CBS,MTV
8839,8839,{} is located in the country of,Uda District,India,Japan
8840,8840,"{}, created by",Dodge Stratus,Ferrari,Dodge
8841,8841,"In {}, the language spoken is",Lemland,French,Swedish
8842,8842,{} is within,M&T Bank Stadium,Vienna,Maryland
8843,8843,The headquarter of {} is located in,Chinese Academy of Sciences,Brunswick,Beijing
8844,8844,{} was created in,asado,Ireland,Argentina
8845,8845,{} was born in,Junichi Suwabe,Nottingham,Tokyo
8846,8846,{} works as,Anders Fogh Rasmussen,actor,politician
8847,8847,"{}, who plays",Furry Lewis,jazz,blues
8848,8848,The law in {} declares the language,Krokom Municipality,Russian,Swedish
8849,8849,{} is in,Arnon Street killings,Bradford,Belfast
8850,8850,{} plays,Dražen Petrović,baseball,basketball
8851,8851,{} is located in the continent,Sudan,Asia,Africa
8852,8852,{} plays in the position of,Jamie Storr,midfielder,goaltender
8853,8853,{} started in,Ball Park Music,London,Brisbane
8854,8854,The law in {} declares the language,Paltamo,Catalan,Finnish
8855,8855,{} holds the position of,Hans Lassen Martensen,pope,bishop
8856,8856,{} was from,Slobodna Dalmacija,France,Croatia
8857,8857,The language of {} was,Vettai,English,Tamil
8858,8858,{} is located in the country of,Sabratha,Slovenia,Libya
8859,8859,{} is located in,Free National Movement,Peru,Bahamas
8860,8860,"{}, a product manufactured by",Rich Text Format,Apple,Microsoft
8861,8861,The occupation of {} is,William Bowen Rowlands,actor,politician
8862,8862,"In {}, they understand","Pervomaysky District, Yaroslavl Oblast",Greek,Russian
8863,8863,"{}, that was created in",Mantecadas,Philippines,Spain
8864,8864,{} plays,Karl Malone,baseball,basketball
8865,8865,{} was native to,Damian O'Flynn,Paris,Boston
8866,8866,{} spoke the language,Adolphe Schneider,Russian,French
8867,8867,{} was released on,St. Elsewhere,HBO,NBC
8868,8868,{} was started in,Madcon,Brooklyn,Oslo
8869,8869,{} works in the area of,Antoine Augustin Cournot,theology,mathematics
8870,8870,{} was created in,Son Amores,Poland,Argentina
8871,8871,"{}, which was named after",George Best Belfast City Airport,Pennsylvania,Belfast
8872,8872,{} is written in,Berliner Zeitung,Greek,German
8873,8873,The original language of {} was,Gia,Korean,English
8874,8874,"{}, a native",Michel Delebarre,Swedish,French
8875,8875,{} is a professional,Walter Zenga,basketball,soccer
8876,8876,{} originated from,Daniel Mananta,Baghdad,Jakarta
8877,8877,{} was employed in,Otto Frank,London,Amsterdam
8878,8878,The language of {} is,The Lesson,Italian,French
8879,8879,"{}, a product of",Adobe Photoshop Elements,Boeing,Adobe
8880,8880,{} used to work in,Georg Hajdu,Toronto,Hamburg
8881,8881,The language of {} was,Ukrayina maye talant,Hindi,Ukrainian
8882,8882,{} worked in the city of,Christian Ude,Dresden,Munich
8883,8883,"{}, a product manufactured by",Eclipse,Adobe,IBM
8884,8884,{} is located in,64th Venice International Film Festival,Istanbul,Venice
8885,8885,{} plays in the position of,Romuald Boco,pitcher,midfielder
8886,8886,{} is located in,Punnichy,Somerset,Saskatchewan
8887,8887,{} that was founded in,Cronian,Miami,Norway
8888,8888,"{}'s capital city,",Union between Sweden and Norway,Beirut,Stockholm
8889,8889,"{}, a native",Guy Hocquenghem,English,French
8890,8890,{} is located in the continent,Rubicon,Antarctica,Europe
8891,8891,The official language of {} is,Faroe Islands,Italian,Danish
8892,8892,{} belongs to the continent of,Owen Ridge,Europe,Antarctica
8893,8893,The original language of {} was,La clemenza di Tito,Hindi,Italian
8894,8894,{}'s occupation is,James Craig Annan,poet,photographer
8895,8895,The expertise of {} is,Percy Williams Bridgman,astronomy,physics
8896,8896,The language used by {} is,Eleanor Bron,Hebrew,English
8897,8897,"{}, by",Google Contacts,ESPN,Google
8898,8898,{} holds a citizenship from,Juan O'Gorman,Japan,Mexico
8899,8899,The native language of {} is,Isabelle Breitman,Russian,French
8900,8900,"{}, in",Shoranur,Japan,India
8901,8901,"{}, a product developed by",Windows Server 2008 R2,IBM,Microsoft
8902,8902,{} is produced by,iPod shuffle,Suzuki,Apple
8903,8903,"{}, released by",Willie Nelson,Paramount,Legacy
8904,8904,{} is known for performing,Delightful Precipice,opera,jazz
8905,8905,"{}, whose position is that of",Luigi Dadaglio,bishop,cardinal
8906,8906,"{}, who holds the position of",Coleman Carroll,pope,bishop
8907,8907,{} is located in the continent,Plana Peak,Africa,Antarctica
8908,8908,The occupation of {} is,Teala Dunn,diplomat,actor
8909,8909,The mother tongue of {} is,Paulette Dubost,Greek,French
8910,8910,{} writes in,Laurent Brochard,English,French
8911,8911,"{}, who plays the position",Dennis Shaw,midfielder,quarterback
8912,8912,{} died in the city of,Maurizio Merli,Philadelphia,Rome
8913,8913,"{}, that was formulated in",FLCL,Belgium,Japan
8914,8914,{} worked in,Ali Sadikin,Berlin,Jakarta
8915,8915,{} is written in,Le Figaro,Chinese,French
8916,8916,"{}, that was started in",Sug,Belgium,Japan
8917,8917,{} was named for,Munich Airport,coffee,Munich
8918,8918,{} plays as,Carlos Alberto Alves Garcia,linebacker,midfielder
8919,8919,{} was originally from,Anand Gandhi,Milan,Mumbai
8920,8920,{} is a part of the continent of,Loire,Antarctica,Europe
8921,8921,"{}, developed by",Windows Internet Explorer 9,Intel,Microsoft
8922,8922,The original language of {} is,The Shooting Star,Hindi,French
8923,8923,"{}, a product of",Mac OS 9,IBM,Apple
8924,8924,The language of {} is,Magazin Istoric,Spanish,Romanian
8925,8925,"In {}, they understand",European Union,Italian,French
8926,8926,{} expired at,"Mahaut, Countess of Artois",Naples,Paris
8927,8927,{} belongs to the continent of,Worcester Range,Africa,Antarctica
8928,8928,{} took up work in,Evald Rygh,Berlin,Oslo
8929,8929,The music label that is representing {} is,Bola Sete,Paramount,Fantasy
8930,8930,"In {}, an official language is",Alderney,Swedish,English
8931,8931,The domain of activity of {} is,Bruce Springsteen,astronomy,musician
8932,8932,The profession of {} is,William Pember Reeves,actor,politician
8933,8933,{} was released on,Starting Point,NBC,CNN
8934,8934,"In {}, the language spoken is",Kauhava,Swedish,Finnish
8935,8935,{} worked in,Austen Henry Layard,Ottawa,London
8936,8936,The language of {} is,Sefer Yetzirah,Welsh,Hebrew
8937,8937,{} was developed by,CarPlay,Microsoft,Apple
8938,8938,{} speaks,Matthew Henry,Chinese,English
8939,8939,"{}, located in",Komarichsky District,Spain,Russia
8940,8940,{} can be found in,Dogpatch USA,Florida,Arkansas
8941,8941,"{}, who is a citizen of",Josetsu,Estonia,Japan
8942,8942,{} is produced by,Nokia 6233,Toyota,Nokia
8943,8943,{} is created by,IBM 5120,Nintendo,IBM
8944,8944,{} plays the instrument,Lev Naumov,violin,piano
8945,8945,{}'s profession is a,Shawn Fanning,actor,programmer
8946,8946,{} is a citizen of,Gustave Flourens,Fiji,France
8947,8947,{} was developed by,iPod,Microsoft,Apple
8948,8948,{} has the position of,Harry Carpenter,cardinal,bishop
8949,8949,"In {}, they understand",Khorasan Province,French,Persian
8950,8950,{} found employment in,Noel Pemberton Billing,Paris,London
8951,8951,{} from,penne,Canada,Italy
8952,8952,{} spoke the language,Maurice Faure,Russian,French
8953,8953,{} belongs to the continent of,Butler Glacier,Africa,Antarctica
8954,8954,{} is in,Farrington High School,England,Hawaii
8955,8955,"{}, speaker of",Michel Modo,Spanish,French
8956,8956,"{}, that originated in",Cunningham automobile,Rome,Rochester
8957,8957,What sport does {} play? They play,Kendall Waston,hockey,soccer
8958,8958,The headquarter of {} is in,Boulton Paul Aircraft,London,Norwich
8959,8959,{} writes in,Eliot Weinberger,Indonesian,English
8960,8960,{} was formulated in,Exocet,Denmark,France
8961,8961,{} is affiliated with the,Cyprus Football Association,Eagles,FIFA
8962,8962,{} performs on the,Ed O'Brien,piano,guitar
8963,8963,{} is based in,Eos Press,Chennai,Seattle
8964,8964,"In {}, an official language is",Russian Empire,Spanish,Polish
8965,8965,{} took up work in,Zeng Fanzhi,Atlanta,Beijing
8966,8966,{} is located in,Niederweningen,Honduras,Switzerland
8967,8967,"{}, who holds a citizenship from",Ken Okuyama,Spain,Japan
8968,8968,{} plays,Florent Sinama Pongolle,hockey,soccer
8969,8969,{} is based in,Euromoney Institutional Investor,Tokyo,London
8970,8970,{} is produced by,Chevrolet SSR,Toyota,Chevrolet
8971,8971,{}'s occupation is,Bernard Vonnegut,politician,chemist
8972,8972,"{}, developed by",Nokia N8,Triumph,Nokia
8973,8973,{} found employment in,Halvard Lange,Prague,Oslo
8974,8974,"{}, developed by",Toyota Corona,Sega,Toyota
8975,8975,The genre played by {} is,Leonard Gaskin,blues,jazz
8976,8976,{} found employment in,Gottfried Semper,Paris,Dresden
8977,8977,The headquarter of {} is located in,Emily Carr University of Art and Design,Melbourne,Vancouver
8978,8978,"{}, founded in",Feeding Fingers,Milan,Atlanta
8979,8979,{} used to work in,Ed Broadbent,Hollywood,Ottawa
8980,8980,{} expired at,Werner Forman,Tibet,London
8981,8981,{} is developed by,Toyota Cressida,Nissan,Toyota
8982,8982,"{}, located in",Tarnobrzeg Voivodeship,Italy,Poland
8983,8983,{} has the position of,Connop Thirlwall,councillor,bishop
8984,8984,"In {}, the language spoken is",Yamalo-Nenets Autonomous Okrug,Finnish,Russian
8985,8985,{}'s headquarters are in,Reaktion Books,Boulder,London
8986,8986,{} is located in the continent,Posadowsky Bay,Europe,Antarctica
8987,8987,Which position does {} play? They play as,Hong-Chih Kuo,goaltender,pitcher
8988,8988,{} was originally from,Stephen Rea,Hawaii,Belfast
8989,8989,{} is produced by,Fiat 500,Toyota,Fiat
8990,8990,{} is developed by,IBM General Parallel File System,Sega,IBM
8991,8991,{} is developed by,Douglas O-31,Nissan,Douglas
8992,8992,"{}, that was created in",Kidstreet,India,Canada
8993,8993,{}'s life ended in,Charles Cowper,Paris,London
8994,8994,"{}, who has the position of",Richard Challoner,pope,bishop
8995,8995,"{}, that was created in",Planet 51,Mexico,Spain
8996,8996,"{}, developed by",Toyota Crown Majesta,Porsche,Toyota
8997,8997,{} was created in,Simian Mobile Disco,Chicago,London
8998,8998,{}'s owner,Bundesautobahn 3,BBC,Germany
8999,8999,{} is headquartered in,Iranian reform movement,Chicago,Tehran
9000,9000,{} plays as,Kiko Alonso,midfielder,linebacker
9001,9001,"{}, in",Wabush Airport,Philippines,Canada
